-123.069,5.25176,0.00198364
-121.464,8.13495,0.000339508
-119.901,10.9052,0.00637817
-118.086,13.5949,0.00485229
-116.204,15.1349,0.00610352
-113.535,16.5347,-0.000137329
-111.092,18.8622,0.000656128
-108.779,23.5133,0.00410843
-107.06,26.2406,0.00609207
-105.054,29.3925,0.00468063
-104.878,33.3054,0.00246048
-103.73,37.2087,0.00451279
-101.339,41.5791,0.000244141
-98.1671,45.9799,0.0100441
-93.8849,51.7321,0.00453949
-90.8344,55.248,-0.000473022
-87.4884,58.1585,0.00486374
-84.3537,61.3614,0.00712967
-81.9355,63.3138,0.00365067
-78.0858,66.9763,-0.000637054
-74.2456,70.5901,0.00261688
-72.2852,74.3196,-0.00590515
-70.2562,77.2513,-0.00348282
-67.5307,80.6381,0.00395584
-63.9229,83.3605,0.00386047
-60.2137,85.7771,-0.00624847
-56.5891,87.7948,0.000247955
-52.5995,88.4236,0.000335693
-49.4673,88.1525,0.00881577
-46.8642,86.9881,0.00208282
-44.7608,85.1027,0.00180054
-42.2214,82.9955,0.00484467
-41.9823,82.9192,0.00367737
