3.40846,0.310959,0.00456619
5.86284,0.520711,0.00457382
8.61242,1.02445,0.00866699
10.8591,1.46648,0.00128937
12.8949,2.7159,-1.14441e-05
14.5128,3.76708,0.00393105
14.608,6.12391,0.0032444
14.4159,9.83308,0.00535774
14.2624,13.1887,0.00525856
14.1309,17.3503,-0.00108147
13.8495,21.7159,0.00638199
13.5317,26.5505,0.00514221
13.1734,31.3486,0.000411987
12.3821,37.7716,0.00284195
11.8829,43.3149,0.00413513
10.7689,49.2677,0.00349808
9.14096,56.1847,0.000366211
7.46202,61.3525,0.00849533
5.17498,67.4001,7.62939e-05
3.5499,72.2888,0.00522995
2.12156,75.0279,0.0118561
-0.751957,75.4357,0.00582886
-4.72415,74.3781,0.00939178
-9.48917,73.6926,0.00159454
-13.88,73.374,0.0108261
-16.9663,73.5119,0.00204086
-18.5213,75.3012,0.00209045
-17.9297,78.363,0.00296783
-15.5015,77.7082,0.00358582
-14.1887,75.4853,0.00391388
-12.8965,74.7625,0.00499725
-10.28,74.7467,0.00109863
-10.075,74.7468,0.000923157
