-7.38602,75.185,-0.000938416
-3.34545,75.4086,-0.0010376
0.94534,75.2216,-0.00497437
3.79974,72.5297,0.00268555
5.43769,67.8178,0.00258636
6.8223,63.6762,0.00370789
8.41869,58.6686,0.00510406
10.2266,52.6727,0.00695038
11.5876,45.4691,0.00667572
12.5202,37.9342,-0.00114441
13.2741,29.7934,0.00469971
13.6655,24.6696,0.00197601
14.003,19.9362,0.000976562
14.2121,14.8897,0.00587463
14.4885,10.0153,0.00331116
14.7016,5.96676,0.00250244
14.6447,0.473701,0.00655365
12.662,-1.76021,0.00385284
10.9751,-3.80674,0.00592422
10.1489,-6.58696,0.00243378
9.56362,-9.80202,-0.000530243
9.59989,-12.8432,0.00323868
9.12351,-15.4459,0.00556183
7.30926,-17.157,0.00660706
4.67425,-18.3394,0.00273132
3.71684,-21.4825,0.00403976
3.41358,-24.4988,0.00439453
3.22477,-28.0868,0.000362396
2.98049,-31.8082,0.00814819
2.61146,-35.8157,0.00189209
3.48538,-39.1192,0.00495529
4.92424,-41.3865,0.000320435
6.31081,-44.1434,-0.00104523
5.79906,-49.7829,0.00551987
4.75569,-53.9439,0.00379562
4.07409,-58.9996,-0.00205994
2.43214,-65.0551,0.00940704
1.02361,-70.3192,0.000537872
0.133723,-75.5786,0.00619125
-0.842971,-80.0173,0.00900269
-2.2467,-85.707,0.00577164
-3.65121,-89.575,0.00117111
-5.19178,-93.0855,0.00537872
-6.50817,-96.0038,0.009552
-7.84031,-99.2965,0.00352097
-7.80844,-100.963,0.00705719
-6.84448,-102.24,0.00338364
-5.51448,-101.621,0.010891
-3.97476,-100.007,0.00121689
-3.10635,-97.2026,0.00497055
-3.0167,-97.0663,0.00535965
