
4.3418,0.117768,0.00118828
5.28684,-0.0795352,0.00315285
6.28854,-0.521757,0.00343704
6.61711,-1.89066,0.00171089
6.51926,-5.11595,0.00273705
6.59955,-8.40119,0.000211716
6.43612,-12.4187,0.00435829
5.94762,-16.7384,0.00642776
5.19637,-21.6667,0.00336838
5.13867,-27.2208,0.00535011
4.88017,-31.2746,0.00304031
4.65605,-35.1999,0.00661659
4.06587,-39.1232,0.00379372
2.39187,-45.0926,-0.00174522
0.948282,-51.2296,0.00172234
-0.551752,-57.4983,0.000669479
-0.269329,-58.1958,0.00492859
0.352527,-58.7811,0.00144768
1.25599,-58.8833,0.00763893
2.15867,-58.457,0.00464821
3.05762,-57.462,0.00527
3.76228,-55.5102,0.00419426
4.553,-51.7461,0.00119781
5.45348,-47.4019,0.00302887
6.32346,-43.8614,-0.000434875
7.00849,-40.5651,0.00392532
7.61589,-36.475,0.00241852
8.61587,-32.3041,0.000995636
9.2634,-28.7171,0.000591278
8.5101,-27.4218,0.00440598
6.39975,-26.9624,0.00369644
3.38929,-26.6164,0.00498962
0.501085,-26.3049,0.00385666
0.382554,-26.269,0.00605774
